tanggal,co_dki1,Tavg,RH_avg,ss,ff_avg
10/27/2019,28,29.3,74,8,1
10/28/2019,16,29.3,73,2.7,1
10/29/2019,21,29.3,73,5,1
10/30/2019,19,29.2,70,6,2
10/31/2019,18,29.7,68,8,2
11/1/2019,13,28.3,75,7.8,2
11/2/2019,15,28.9,68,5.5,1
11/3/2019,13,29.1,70,6,1
11/4/2019,14,29.6,68,7,2
11/5/2019,15,29.7,69,4.3,1
11/6/2019,21,29.2,74,7,2
11/7/2019,22,28.7,69,6.5,1
11/8/2019,20,28.8,68,8,2
11/9/2019,17,29.8,65,8.7,2
11/10/2019,16,29.4,72,8.5,1
11/11/2019,13,30.1,63,5.2,1
11/12/2019,17,29.9,71,7,1
11/13/2019,20,30.1,70,3,1
11/14/2019,29,28.5,77,1.2,1
11/15/2019,15,29.9,70,0.5,2
11/16/2019,16,30.4,66,8.8,1
11/17/2019,12,30.3,62,8,1
11/18/2019,13,29.7,71,8,1
11/19/2019,12,29.7,70,5.2,1
11/20/2019,15,29.8,70,8,2
11/21/2019,14,28.8,77,7.8,2
11/22/2019,19,29.6,74,5.3,1
11/23/2019,21,29.8,73,3.2,1
11/24/2019,21,29.9,71,2.5,1
11/25/2019,18,29.4,77,7,1
11/26/2019,20,29.9,76,3.3,1
11/27/2019,18,30.1,73,6.4,2
11/28/2019,22,30.2,74,3,2
11/29/2019,16,29.7,73,7,1
11/30/2019,15,29.2,74,3.5,1
12/1/2019,18,29.9,76,5.5,1
12/2/2019,17,30.1,73,9,2
12/3/2019,20,30,72,5,2
12/4/2019,17,29.9,76,6,2
12/5/2019,15,29.1,78,7.2,2
12/6/2019,19,28.7,82,5.7,1
12/7/2019,14,27.8,81,0.2,2
12/8/2019,22,28.6,81,0,2
12/9/2019,18,29.4,75,8,2
12/10/2019,18,28.5,77,7.3,1
12/11/2019,18,28.1,77,0,2
12/12/2019,18,27.2,83,5,1
12/13/2019,22,28.6,78,1.2,2
12/14/2019,15,29,73,3,2
12/15/2019,9,29.4,74,6.3,1
12/16/2019,20,28.8,80,4.7,1
12/17/2019,16,26.9,87,0,1
12/18/2019,22,28.8,78,2.2,1
12/19/2019,17,28.7,80,8.4,1
12/20/2019,19,29.2,70,4.7,1
12/21/2019,28,29.3,72,5,2
12/22/2019,18,27.5,86,5.5,1
12/23/2019,20,28.2,82,3.8,2
12/24/2019,23,28.7,74,4.9,1
12/25/2019,11,26.3,92,6.5,0
12/26/2019,19,27.9,82,0.2,1
12/27/2019,21,27.3,85,3.6,1
12/28/2019,18,26.9,86,2.5,2
12/29/2019,18,27.5,84,2.7,1
12/30/2019,28,28.9,75,1,2
12/31/2019,14,27.6,83,9,2
1/1/2020,10,26.8,90,4.5,1
1/2/2020,12,27.6,80,0,2
1/3/2020,14,28.5,77,3,2
1/4/2020,14,28.3,82,0,2
1/5/2020,12,27.9,85,0.4,1
1/6/2020,16,27,87,0,1
1/7/2020,26,26.9,89,1.2,1
1/8/2020,20,28.2,80,2.5,1
1/9/2020,29,27.7,85,0,2
1/10/2020,18,25.9,90,0,1
1/11/2020,25,26.5,87,0,2
1/12/2020,9,27.9,80,0.5,1
1/13/2020,12,27.5,82,6,1
1/14/2020,13,28.5,80,1,3
1/15/2020,13,27.9,82,7.8,1
1/16/2020,19,28.2,83,3.2,2
1/17/2020,21,28.4,82,2.2,2
1/18/2020,14,27.5,81,6,1
1/19/2020,36,28.1,78,2,1
1/20/2020,15,28.4,83,8.8,2
1/21/2020,14,28.6,82,2.4,1
1/22/2020,18,29,80,4.2,1
1/23/2020,27,28.3,83,4,1
1/24/2020,24,26.8,92,4.7,0
1/25/2020,31,27.1,89,0,1
1/26/2020,51,28.2,84,0.5,2
1/27/2020,21,28.3,80,7,1
1/28/2020,27,29,76,4.6,2
1/29/2020,23,29.5,80,6.6,3
1/30/2020,21,27.4,82,6.5,1
1/31/2020,22,28.3,84,2.6,2
2/1/2020,19,26.1,92,0,1
2/2/2020,24,26.8,88,0,1
2/3/2020,37,27,87,2.4,1
2/4/2020,29,27,86,0.8,2
2/5/2020,30,27.8,84,1.5,0
2/6/2020,26,26.7,89,2,1
2/7/2020,28,26.6,90,0,2
2/8/2020,24,26.7,86,0.4,1
2/9/2020,18,26.4,85,4,1
2/10/2020,25,29.1,76,1,2
2/11/2020,24,29.9,72,8,2
2/12/2020,18,29.5,74,6,1
2/13/2020,16,28.6,77,5.6,1
2/14/2020,25,27.6,84,2,1
2/15/2020,51,28.3,83,0.3,1
2/16/2020,24,27.4,85,5.2,2
2/17/2020,18,28.6,76,1.6,1
2/18/2020,48,27.6,84,1,1
2/19/2020,27,27.5,83,4.4,2
2/20/2020,16,27.1,87,2.2,2
2/21/2020,15,28,82,2.5,2
2/22/2020,16,28.1,84,5.6,2
2/23/2020,5,28.3,84,7.4,3
2/24/2020,10,28.6,81,6.2,2
2/25/2020,14,27.1,88,2.9,1
2/26/2020,15,28.6,80,0.5,1
2/27/2020,16,28.6,76,6,2
2/28/2020,17,27.4,88,0,2
2/29/2020,40,27.3,91,2.5,1
3/1/2020,13,27.7,89,0,2
3/2/2020,15,28.7,81,0.2,2
3/3/2020,23,28.8,79,3.5,2
3/4/2020,19,28.5,82,8,1
3/5/2020,16,28,79,1,1
3/6/2020,19,28.8,78,0,2
3/7/2020,17,28.8,73,8.5,2
3/8/2020,16,28.6,77,4.3,2
3/9/2020,12,29.7,71,4,3
3/10/2020,12,30.1,71,5.4,2
3/11/2020,15,29.6,78,7,2
3/12/2020,19,27.6,85,5.7,1
3/13/2020,17,28.5,76,2.6,1
3/14/2020,19,29.4,79,6.5,2
3/15/2020,17,29.3,80,7,2
3/16/2020,20,28.9,77,7.2,1
3/17/2020,21,28.9,78,5,2
3/18/2020,15,27.6,86,8,1
3/19/2020,26,28.1,83,0,2
3/20/2020,12,27.4,82,1.6,1
3/21/2020,15,28.1,81,2,1
3/22/2020,7,27.2,84,4.5,1
3/23/2020,12,28.2,81,3,1
3/24/2020,20,28.8,78,3.5,2
3/25/2020,7,28.4,81,7,1
3/26/2020,10,28.8,78,5,1
3/27/2020,9,28.7,81,1.6,1
3/28/2020,12,29,81,2,1
3/29/2020,7,29.4,78,7,1
3/30/2020,9,27.7,84,5.2,1
3/31/2020,9,28.1,84,2,2
4/1/2020,12,28.1,80,6.4,1
4/2/2020,6,29.8,73,5,2
4/3/2020,4,29.3,77,6.6,1
4/4/2020,8,28.9,81,5.9,1
4/5/2020,6,28.5,79,5.5,1
4/6/2020,8,27.3,86,3,1
4/7/2020,11,28.6,77,1,1
4/8/2020,5,28.8,78,5.2,3
4/9/2020,5,28.9,81,6.7,1
4/10/2020,7,28.3,83,1.2,1
4/11/2020,6,29.4,78,3.6,2
4/12/2020,14,29.6,77,3.2,2
4/13/2020,8,27.7,90,6,1
4/14/2020,8,28,85,4,2
4/15/2020,8,28.1,86,5.4,2
4/16/2020,7,29,80,1.1,1
4/17/2020,8,29.7,76,6.5,1
4/18/2020,5,28.7,77,7,1
4/19/2020,7,29.6,76,6,2
4/20/2020,18,30,78,6,2
4/21/2020,18,30,76,6.9,1
4/22/2020,6,30.4,70,1,1
4/23/2020,5,30.8,73,6.5,2
4/24/2020,3,29.3,77,6.8,1
4/25/2020,7,29.1,74,4.6,1
4/26/2020,5,29.4,77,1.5,2
4/27/2020,4,27.7,84,5,1
4/28/2020,7,27.8,82,2.2,1
4/29/2020,6,28.3,78,0.3,1
4/30/2020,6,28.6,82,5.5,1
5/1/2020,18,28.8,80,0.5,2
5/2/2020,12,27.1,85,0,1
5/3/2020,11,29.3,76,0,1
5/4/2020,4,28.7,79,4,1
5/5/2020,7,29.6,76,0.4,2
5/6/2020,4,29.6,79,6.4,1
5/7/2020,3,30.2,72,5.6,1
5/8/2020,4,30.2,73,6,1
5/9/2020,3,28.4,82,5,1
5/10/2020,3,28.8,81,0,2
5/11/2020,4,29.3,78,4.7,1
5/12/2020,4,30.3,75,3,1
5/13/2020,3,29.9,79,6,1
5/14/2020,9,29.4,76,3.5,2
5/15/2020,7,30,70,6,1
5/16/2020,8,30.2,70,5,1
5/17/2020,8,29.9,75,6.2,2
5/18/2020,6,28.2,84,5.8,1
5/19/2020,8,28.7,76,0.2,1
5/20/2020,10,29.7,75,3,2
5/21/2020,7,28.9,80,6,1
5/22/2020,7,29.7,81,1,2
5/23/2020,10,29.6,73,5.9,1
5/24/2020,8,31.2,65,6,1
5/25/2020,4,30.4,72,6.5,1
5/26/2020,5,29.9,73,5,2
5/27/2020,4,29.5,74,5,1
5/28/2020,6,29.8,76,3.6,1
5/29/2020,6,29.6,78,2.2,1
5/30/2020,7,29.6,76,3.4,1
5/31/2020,7,29.4,73,6.6,1
6/1/2020,10,30.3,73,4,2
6/2/2020,7,29.6,74,5.8,2
6/3/2020,4,28.7,80,5.9,2
6/4/2020,4,29.5,72,4.7,1
6/5/2020,6,29.7,74,6.5,1
6/6/2020,7,28.9,76,0.1,1
6/7/2020,5,29.9,71,3.2,1
6/8/2020,5,29.5,75,6,1
6/9/2020,6,28.7,80,4,1
6/10/2020,10,29.4,78,1.2,2
6/11/2020,6,29.8,75,6.6,2
6/12/2020,6,28.6,76,5,2
6/13/2020,6,29.4,74,6,2
6/14/2020,6,30.3,72,4.5,1
6/15/2020,8,30.1,76,6,1
6/16/2020,8,30,73,0,1
6/17/2020,5,30.3,69,5,1
6/18/2020,6,29.9,74,6.5,1
6/19/2020,6,29.3,75,4,1
6/20/2020,12,29.3,74,0,1
6/21/2020,6,28.9,77,6.3,1
6/22/2020,6,28.8,77,3.2,1
6/23/2020,7,28,80,1,1
6/24/2020,7,28.7,73,4,1
6/25/2020,13,29.6,70,5.5,1
6/26/2020,10,28.9,78,6,1
6/27/2020,6,29.3,75,6.4,2
6/28/2020,6,29.5,71,5.8,2
6/29/2020,5,29.8,68,8,2
6/30/2020,6,29.7,72,6.5,1
7/1/2020,6,29.8,70,6.5,1
7/2/2020,7,27.3,81,6,1
7/3/2020,7,28.5,74,1.5,1
7/4/2020,8,29.1,73,1,1
7/5/2020,5,28.5,69,0.4,1
7/6/2020,7,29,66,6.7,1
7/7/2020,6,28.3,75,6,1
7/8/2020,6,29,73,5.2,2
7/9/2020,8,27.8,77,4.5,2
7/10/2020,8,27.7,79,3.6,1
7/11/2020,9,28.3,80,1.2,1
7/12/2020,6,28.8,77,6,1
7/13/2020,5,29.1,72,3.5,2
7/14/2020,6,29.4,74,3.3,1
7/15/2020,6,27.3,82,2,3
7/16/2020,5,28.4,79,3.2,2
7/17/2020,7,28.6,77,0,2
7/18/2020,7,28.8,74,6.4,1
7/19/2020,6,29,73,6,1
7/20/2020,8,29.2,74,5.4,1
7/21/2020,8,28.9,74,6,2
7/22/2020,6,29.4,72,6,2
7/23/2020,7,29.4,70,5.6,2
7/24/2020,7,29.2,71,6,1
7/25/2020,7,28.7,72,5.6,1
7/26/2020,5,28.4,64,5,2
7/27/2020,6,28.4,65,6.4,1
7/28/2020,7,28.4,68,6.2,2
7/29/2020,7,28.3,67,6.2,2
7/30/2020,7,28.2,70,6.3,1
7/31/2020,7,28,60,4.5,1
8/1/2020,7,27.7,69,5.2,1
8/2/2020,11,28.2,69,6.1,2
8/3/2020,9,29.5,69,6.2,2
8/4/2020,5,29.5,70,6.4,2
8/5/2020,7,28.5,73,0.4,1
8/6/2020,6,29.1,73,2.6,1
8/7/2020,6,28.8,77,6.2,1
8/8/2020,6,29.3,75,5.2,1
8/9/2020,6,28.6,80,4,2
8/10/2020,5,29,78,4.5,2
8/11/2020,5,29.2,74,6.6,1
8/12/2020,14,29,74,3.6,2
8/13/2020,7,27.1,83,1.5,1
8/14/2020,8,27.5,82,1.6,1
8/15/2020,10,28.5,79,2,1
8/16/2020,4,29.1,75,6.8,1
8/17/2020,7,29.4,71,6.5,1
8/18/2020,10,28.3,77,7,1
8/19/2020,15,29,75,3.6,1
8/20/2020,6,29.3,75,6.8,2
8/21/2020,3,29,68,6,2
8/22/2020,5,29,64,7.4,1
8/23/2020,7,29.5,66,7.6,2
8/24/2020,5,29.5,68,7.2,2
8/25/2020,7,29,64,6,1
8/26/2020,5,29.1,67,7.4,1
8/27/2020,5,29,64,6.5,2
8/28/2020,5,29.3,64,7.3,1
8/29/2020,4,29.9,64,7.4,1
8/30/2020,4,29.2,68,5.2,2
8/31/2020,6,29.3,68,7.3,1
9/1/2020,7,29.9,61,7.5,1
9/2/2020,11,29.1,70,7.2,2
9/3/2020,9,28.9,71,4.7,1
9/4/2020,5,30.2,68,4.5,2
9/5/2020,7,29.6,74,8.3,1
9/6/2020,6,29,71,5.6,1
9/7/2020,6,29.7,66,5.5,2
9/8/2020,6,30,64,8.7,1
9/9/2020,6,30.3,62,8,2
9/10/2020,5,29.5,71,7,2
9/11/2020,5,29.3,70,4.5,1
9/12/2020,14,29.2,72,2.2,1
9/13/2020,7,29.2,67,6.5,2
9/14/2020,8,28.9,71,6.2,4
9/15/2020,10,28.6,76,4.6,1
9/16/2020,4,28.6,76,4.6,1
9/17/2020,7,28.6,76,4.6,1
9/18/2020,10,28.6,76,4.6,1
9/19/2020,15,28.6,76,4.6,1
9/20/2020,6,28.6,76,4.6,1
9/21/2020,3,28.6,76,4.6,1
9/22/2020,5,28.6,76,4.6,1
9/23/2020,7,28.6,76,4.6,1
9/24/2020,5,28.6,76,4.6,1
9/25/2020,7,28.6,76,4.6,1
9/26/2020,5,28.6,76,4.6,1
9/27/2020,5,28.6,76,4.6,1
9/28/2020,5,29.4,70,4.5,2
9/29/2020,4,29.7,64,7.6,2
9/30/2020,4,30.3,64,7.2,2
10/1/2020,4,30.3,70,9.7,2
10/2/2020,6,29.4,72,9,2
10/3/2020,9,27.8,78,6,1
10/4/2020,8,28.4,74,1.9,3
10/5/2020,5,28.8,68,6.2,2
10/6/2020,5,28.8,67,8,1
10/7/2020,5,29.7,68,8,1
10/8/2020,5,29.3,71,9.8,2
10/9/2020,7,28.7,77,4,2
10/10/2020,7,28.8,75,4.7,1
10/11/2020,6,28.5,77,2.2,1
10/12/2020,7,29.7,68,3.5,1
10/13/2020,9,29.5,70,5,2
10/14/2020,8,29.8,70,4.6,2
10/15/2020,7,30,67,8,1
10/16/2020,7,28.4,75,7.8,1
10/17/2020,9,28.7,75,4,2
10/18/2020,7,28.8,75,6,1
10/19/2020,7,28.6,79,5.5,2
10/20/2020,11,28.6,78,4.4,2
10/21/2020,11,27.3,82,7.5,2
10/22/2020,10,28.8,76,4,2
10/23/2020,3,29.8,68,5,1
10/24/2020,6,29.2,72,3.5,2
10/25/2020,7,28.2,78,8.8,1
10/26/2020,8,27.4,82,5,1
10/27/2020,9,27,82,3,2
10/28/2020,18,28.3,80,0,2
10/29/2020,7,29.4,74,6.8,1
10/30/2020,5,29.1,76,6,1
10/31/2020,3,28.1,77,3.4,2
1/11/2020,18,27.7,81,5.8,2
2/11/2020,15,28.6,75,3.5,2
3/11/2020,19,28.8,74,2.2,1
4/11/2020,20,28.6,74,7.5,2
5/11/2020,17,27.3,83,3,1
6/11/2020,23,27.7,86,0,1
7/11/2020,19,28.9,80,2.6,1
8/11/2020,16,27.8,80,6.5,2
9/11/2020,20,29.1,71,5.2,1
10/11/2020,18,29.5,77,8.7,2
11/11/2020,20,29.9,72,5.2,1
12/11/2020,20,29.8,74,7.5,2
13/11/2020,20,30.4,76,5,1
14/11/2020,20,30.5,71,7.5,2
15/11/2020,21,30.7,68,8.5,1
16/11/2020,20,29.7,74,7.6,2
17/11/2020,18,29.3,78,7.3,2
18/11/2020,18,29.3,76,4.5,1
19/11/2020,18,30.2,72,3,1
20/11/2020,20,29.7,77,7,1
21/11/2020,18,29.2,76,3.8,1
22/11/2020,18,28.5,77,5.6,1
23/11/2020,20,28,81,2.7,1
24/11/2020,19,28.1,77,0,1
25/11/2020,19,28.3,78,3,1
26/11/2020,21,28.7,77,6.2,1
27/11/2020,20,29.4,70,5.5,2
28/11/2020,18,28.5,79,3.7,1
29/11/2020,17,28.4,74,2.2,4
30/11/2020,16,27.8,76,1.5,2
12/1/2020,4,29.4,70,1,2
12/2/2020,4,29.4,70,5,2
12/3/2020,8,26.9,79,7.5,1
12/4/2020,8,27.8,80,0.3,1
12/5/2020,7,27.5,80,4,2
12/6/2020,7,26,90,0.5,3
12/7/2020,6,26.1,88,0,1
12/8/2020,8,28.4,78,0.2,2
12/9/2020,5,28.9,75,6.2,2
12/10/2020,4,27.8,80,3.5,2
12/11/2020,9,28.1,80,2,3
12/12/2020,6,27.7,78,3.3,2
12/13/2020,5,27,83,2,1
12/14/2020,4,28,76,8,2
12/15/2020,6,27.7,78,0.4,4
12/16/2020,5,28.1,76,1.8,2
12/17/2020,5,27.5,79,2.2,2
12/18/2020,5,28.3,74,2.4,1
12/19/2020,6,28.2,74,2,3
12/20/2020,9,27.2,81,4.6,2
12/21/2020,4,27.4,76,2.4,2
12/22/2020,6,28.6,73,0.8,2
12/23/2020,18,29.6,65,2,2
12/24/2020,8,28.9,68,7,2
12/25/2020,4,29.3,67,4.5,1
12/26/2020,3,28.9,70,6.5,3
12/27/2020,5,29.4,70,4.8,3
12/28/2020,4,29.1,70,7,3
12/29/2020,5,28.3,73,5.3,2
12/30/2020,4,28,75,1.5,2
12/31/2020,8,26.5,83,0.2,1
1/1/2021,6,27,80,0,1
1/2/2021,7,27.6,78,2.5,2
1/3/2021,7,27.9,77,3.5,2
1/4/2021,4,28.8,75,2.7,2
1/5/2021,6,28.4,76,5.2,1
1/6/2021,13,27.2,85,2.6,1
1/7/2021,6,26.8,84,4.6,1
1/8/2021,16,27.1,85,0,2
1/9/2021,27,26.4,87,0.6,1
1/10/2021,11,27.1,82,4,1
1/11/2021,14,27.8,78,0,2
1/12/2021,12,27.3,82,5,2
1/13/2021,13,27.2,83,0.3,2
1/14/2021,15,27.4,81,1,2
1/15/2021,15,27.9,79,0,2
1/16/2021,17,29.2,70,0.4,2
1/17/2021,15,27.9,82,5.5,2
1/18/2021,11,26.8,86,2.2,2
1/19/2021,12,26.7,82,0,2
1/20/2021,12,27.3,80,1.4,3
1/21/2021,14,26.6,87,3.6,1
1/22/2021,14,27,79,0.5,1
1/23/2021,43,27.4,82,0.4,2
1/24/2021,14,25.1,94,1.4,1
1/25/2021,29,27.6,80,0,1
1/26/2021,19,27.4,83,6,2
1/27/2021,10,25.9,86,3.1,2
1/28/2021,18,25.7,87,0.2,2
1/29/2021,17,26.2,87,0.3,1
1/30/2021,16,26.6,86,2.8,2
1/31/2021,16,26.6,87,1.3,1
2/1/2021,26,27.1,82,0.2,2
2/2/2021,14,27.4,83,4,2
2/3/2021,11,26.5,89,6.5,1
2/4/2021,14,26.5,87,0.3,3
2/5/2021,14,27,85,6.4,3
2/6/2021,8,28.2,80,4,2
2/7/2021,7,27.8,82,7.6,3
2/8/2021,10,28,83,4.4,2
2/9/2021,12,27.2,87,3.5,1
2/10/2021,10,28.1,80,5.8,2
2/11/2021,13,27.6,81,2.8,2
2/12/2021,16,27.4,82,4,2
2/13/2021,9,27.9,79,3,2
2/14/2021,11,27.3,88,4.2,1
2/15/2021,13,27.4,86,1.2,2
2/16/2021,11,25.5,95,4.1,1
2/17/2021,23,26,85,0,1
2/18/2021,13,25.8,86,0,2
2/19/2021,20,26.6,82,2,2
2/20/2021,11,27.9,78,2.6,3
2/21/2021,10,27.2,82,3.5,2
2/22/2021,18,27.9,78,8.4,2
2/23/2021,11,27.9,80,5.5,3
2/24/2021,10,27.3,77,5.4,2
2/25/2021,12,27.3,85,3.2,3
2/26/2021,13,26.8,86,3.4,1
2/27/2021,15,28.1,82,1.2,1
2/28/2021,12,29.5,70,5,2
3/1/2021,12,29.3,72,3.5,3
3/2/2021,15,27.3,82,5.8,1
3/3/2021,21,27.7,82,4.5,1
3/4/2021,18,28.3,78,5.9,1
3/5/2021,16,27.4,82,3,2
3/6/2021,22,26.8,86,4.2,1
3/7/2021,23,27.1,85,5,2
3/8/2021,16,27,80,0.2,2
3/9/2021,15,27.3,80,2,1
3/10/2021,20,27.4,83,3.5,2
3/11/2021,9,26,82,5.6,1
3/12/2021,12,27.4,83,3.3,2
3/13/2021,13,28.7,74,2.1,2
3/14/2021,14,26.9,79,5,1
3/15/2021,18,27.6,84,4.8,1
3/16/2021,13,27.8,82,0,1
3/17/2021,19,28.1,76,4,2
3/18/2021,15,29,74,8.2,1
3/19/2021,14,28.9,76,7,2
3/20/2021,16,27.8,80,4.6,3
3/21/2021,11,28.4,79,3.6,2
3/22/2021,13,29.3,73,8,2
3/23/2021,11,29.1,75,8,2
3/24/2021,10,28.9,72,8,3
3/25/2021,9,28.8,72,5,1
3/26/2021,19,28.8,76,5,2
3/27/2021,13,28.3,82,8.4,2
3/28/2021,15,28.8,79,2.3,1
3/29/2021,19,28.3,82,8.5,2
3/30/2021,15,27.8,86,1.3,1
3/31/2021,13,28.5,79,1,2
